,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,14010.0,10.0,0.0426182130973507,0.01,0.001,0.00313698,0.01,0.001,0.00313698,0.004,0.0004,0.00283932,0.00141966,0.03828594,0.0,0.834204,0.049134,0.010386,0.16971,38.325,35.7532,26.5,0.21648,0.1,0.08656,0.04,-57.6004,7.690555098035907,9.646392976207355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1e-323,4.5,0.3642236488056772,-0.5378697235056932,1.0770731141627266,2.0,0.197436,141.0,0.0080457733911297
1,1.0,1.0,1.0,1.0,1.0,1.0,23.0,66110.0,10.0,0.0202602310788818,0.01,0.001,0.00170808,0.01,0.001,0.00170808,0.004,0.0004,0.0032142,0.0016071,0.03310494,0.0,1.19935,0.015899,0.010233,0.210238,29.0481,18.641,26.5,2.1704,0.1,0.86816,0.04,-56.5581,6.081394664817263,7.5903507437510775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1e-323,3.5,0.0872836680596964,-0.5687580516638726,-0.2804324911293014,3.0,0.71033,662.0,0.0382155270387607
2,2.0,2.0,2.0,2.0,2.0,2.0,120.0,103267.0,67.0,0.0403730417417873,0.01,0.001,0.00119394,0.01,0.001,0.00119394,0.004,0.0004,0.00070818,0.00035409,0.0303831,0.0,0.810504,0.043855,0.008438,0.192658,34.6124,54.8244,26.5,0.15536,0.1,0.06224,0.04,-58.3522,8.858914511539636,10.85031472255018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26895e-314,3.0,0.2462019474422914,-1.2643904176053913,0.5350486046522148,2.0,0.864421,1033.0,0.0570580155796216
3,3.0,3.0,3.0,3.0,3.0,3.0,172.0,124120.0,20.0,0.0283726860229713,0.01,0.001,0.00373758,0.01,0.001,0.00373758,0.004,0.0004,0.00460218,0.00230109,0.03654156,0.0,0.764274,0.054807,0.008124,0.1595,43.4084,63.5912,26.5,1.4158399999999998,0.1,0.5664,0.04,-58.9219,6.937846803264627,8.751718479446282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47844e-314,4.0,0.1989401832901281,-0.4660118681991761,0.21086965607091,1.0,0.238459,1242.0,0.0065670445809396
4,4.0,4.0,4.0,4.0,4.0,4.0,150.0,78859.0,59.0,0.0128706464960403,0.01,0.001,0.00211992,0.01,0.001,0.00211992,0.004,0.0004,0.0017754,0.0008877,0.0311883,0.0,0.533496,0.03053,0.007169,0.115043,12.8204,60.4706,26.5,0.17536,0.1,0.07008,0.04,-55.5179,7.8954918098918965,9.87252313613352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.48281e-314,3.0,0.3560571026154536,-0.90280820983851,1.1003922868336986,2.0,0.651833,789.0,0.0776641284698416
5,5.0,5.0,5.0,5.0,5.0,5.0,61.0,89698.0,98.0,0.0254618523924519,0.01,0.001,0.00081642,0.01,0.001,0.00081642,0.004,0.0004,0.00144078,0.00072039,0.01456389,0.0,0.809074,0.025437,0.011965,0.163143,41.0137,64.4101,26.5,0.13664,0.1,0.05472,0.04,-61.0014,6.196936821713358,7.757096169736517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.5,0.052821874679596,-0.7767360365327276,-0.5980756794776787,2.0,0.5510539999999999,897.0,0.1970366442995458
6,6.0,6.0,6.0,6.0,6.0,6.0,121.0,65356.0,56.0,0.0280282214054281,0.01,0.001,0.00181368,0.01,0.001,0.00181368,0.004,0.0004,0.00066132,0.00033066,0.03687651,0.0,0.756412,0.058242,0.01307,0.270877,9.96719,61.3923,26.5,1.74816,0.1,0.6991999999999998,0.04,-57.0407,10.271554277583398,12.076143667260824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.48277e-314,4.5,0.1593299063170794,-0.4695223115846195,0.2390209922799568,1.0,0.293047,654.0,0.0452890652481088
7,7.0,7.0,7.0,7.0,7.0,7.0,214.0,88464.0,64.0,0.0363805984733999,0.01,0.001,0.00324918,0.01,0.001,0.00324918,0.004,0.0004,0.00025542,0.00012771,0.0306243299999999,0.0,0.752844,0.047607,0.012124,0.143029,36.3532,51.4186,26.5,0.08656,0.1,0.03456,0.04,-56.3391,13.58529902422136,14.296296615034752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.14384e-319,5.0,0.1980513761816469,-0.4387789792136601,0.6224500282030175,2.0,0.573553,885.0,0.0033797592753633
8,8.0,8.0,8.0,8.0,8.0,8.0,223.0,48987.0,87.0,0.0210862732404514,0.01,0.001,0.00060192,0.01,0.001,0.00060192,0.004,0.0004,0.00369996,0.00184998,0.03059265,0.0,0.430305,0.048689,0.008068,0.169934,31.1721,38.8836,26.5,0.96832,0.1,0.38736,0.04,-57.8398,4.723041511585259,5.3562017034192815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44555e-314,4.0,0.3617382682855741,-0.5472940684483523,1.1759202138682998,3.0,0.67847,490.0,0.0782889064418901
9,9.0,9.0,9.0,9.0,9.0,9.0,15.0,103745.0,45.0,0.036316987139293,0.01,0.001,0.0022902,0.01,0.001,0.0022902,0.004,0.0004,0.00282216,0.00141108,0.0340758,0.0,0.677797,0.039555,0.008847,0.149091,38.5793,40.4266,26.5,1.73888,0.1,0.69552,0.04,-57.1206,6.936091467364339,8.749504241910584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,8.5,0.2896728434639072,0.0929826880266719,1.1388045429097051,1.0,0.40011,1038.0,0.007382733772461
10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,42576.0,76.0,0.030918809408242,0.01,0.001,0.00366564,0.01,0.001,0.00366564,0.004,0.0004,0.00653202,0.00326601,0.03060618,0.0,0.802716,0.044062,0.011172,0.182944,42.4625,45.1494,26.5,2.1096,0.1,0.84384,0.04,-56.087,6.1791532298852765,7.731648705793822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.40656e-314,7.5,0.1902193762120013,-0.1463769790848904,0.0559051967386331,1.0,0.265111,426.0,0.0385744064190657
11,11.0,11.0,11.0,11.0,11.0,11.0,193.0,19149.0,49.0,0.0372363363616538,0.01,0.001,0.00083886,0.01,0.001,0.00083886,0.004,0.0004,0.00057948,0.00028974,0.04226541,0.0,0.846194,0.031748,0.01435,0.236351,32.1249,56.4262,26.5,2.1968,0.1,0.87872,0.04,-57.784,8.424411610106088,10.425705310156408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.41663e-314,9.0,0.3542399154597326,-0.0632888037083952,0.933455787648628,3.0,0.359607,192.0,0.0143051857809303
12,12.0,12.0,12.0,12.0,12.0,12.0,176.0,108040.0,40.0,0.0257041774491129,0.01,0.001,0.00508398,0.01,0.001,0.00508398,0.004,0.0004,0.00157476,0.00078738,0.03449919,0.0,0.755549,0.039465,0.008574,0.162913,31.783,49.2205,26.5,0.1264,0.1,0.0505599999999998,0.04,-57.9872,10.730722605812456,12.431694699264144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44623e-314,6.5,0.3800633578955626,-0.6332117167401804,1.1360372301741355,2.0,0.8522890000000001,1081.0,0.0106280634382625
13,13.0,13.0,13.0,13.0,13.0,13.0,89.0,74804.0,4.0,0.0304798221823951,0.01,0.001,0.00573078,0.01,0.001,0.00573078,0.004,0.0004,0.00240372,0.00120186,0.03184137,0.0,0.655395,0.04531,0.009221,0.16168,41.1366,52.1033,26.5,0.1664,0.1,0.06656,0.04,-55.8911,9.867684621776908,11.747289338397211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.3495862436722388,-0.0164055077626972,1.627848448769258,3.0,0.952438,749.0,0.0177092187246343
14,14.0,14.0,14.0,14.0,14.0,14.0,139.0,79571.0,71.0,0.0265708098609363,0.01,0.001,0.00191202,0.01,0.001,0.00191202,0.004,0.0004,0.0034518,0.0017259,0.03288384,0.0,0.629857,0.037472,0.01047,0.148956,38.546,47.5841,26.5,1.84448,0.1,0.73776,0.04,-56.0686,6.155464683064902,7.6976295827230885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.24751e-314,9.5,0.1453491971958857,0.0850403240103491,-0.1940842271680165,1.0,0.421595,796.0,0.0389541053227404
15,15.0,15.0,15.0,15.0,15.0,15.0,46.0,22545.0,45.0,0.035035461306139,0.01,0.001,0.00342738,0.01,0.001,0.00342738,0.004,0.0004,0.00133056,0.00066528,0.03147507,0.0,0.790757,0.037773,0.007262,0.178878,27.7186,48.2671,26.5,1.70256,0.1,0.68096,0.04,-58.4186,10.091620895865873,11.931579960326234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,9.5,0.0677181912060259,0.1400844219791328,-0.2259302658255842,1.0,0.08862,226.0,0.1354856524509147
16,16.0,16.0,16.0,16.0,16.0,16.0,97.0,102394.0,94.0,0.0172775027501919,0.01,0.001,0.00094446,0.01,0.001,0.00094446,0.004,0.0004,0.00082302,0.00041151,0.03700785,0.0,0.707563,0.03049,0.010409,0.17571,36.0426,54.3682,26.5,1.50624,0.1,0.60256,0.04,-60.7226,7.789998396545588,9.756987014145126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47327e-314,8.0,0.2531674228492009,-0.218622931393375,0.5495789551185586,1.0,0.375307,1024.0,0.0039239489357266
17,17.0,17.0,17.0,17.0,17.0,17.0,45.0,14965.0,65.0,0.0292771339739239,0.01,0.001,0.00216084,0.01,0.001,0.00216084,0.004,0.0004,0.00059004,0.00029502,0.03797607,0.0,0.581415,0.050626,0.010004,0.181358,35.4941,44.8527,26.5,1.79376,0.1,0.7176,0.04,-58.9538,11.07368929463744,12.685558106485495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.40597e-314,7.5,0.1825167668614295,-0.1055090214204873,0.1926688235356071,1.0,0.079759,150.0,0.0023569674724055
18,18.0,18.0,18.0,18.0,18.0,18.0,117.0,43588.0,88.0,0.0354340057618805,0.01,0.001,0.0036557399999999,0.01,0.001,0.0036557399999999,0.004,0.0004,0.0030624,0.0015312,0.03541197,0.0,0.713701,0.031538,0.009261,0.168477,38.2209,67.9345,26.5,1.6270399999999998,0.1,0.6508799999999998,0.04,-58.4093,7.8948155752929035,9.871788282488215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47618e-314,12.5,0.2725913473417835,0.4052866646416463,0.5846549612211338,3.0,0.484799,436.0,0.0081467649532005
19,19.0,19.0,19.0,19.0,19.0,19.0,54.0,103198.0,98.0,0.0347111576709697,0.01,0.001,0.00191928,0.01,0.001,0.00191928,0.004,0.0004,0.0064284,0.0032142,0.03226047,0.0,0.750254,0.040645,0.008536,0.168722,39.2269,51.9269,26.5,1.55728,0.1,0.62288,0.04,-56.4238,5.2555391666616655,6.2949368030019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,0.2972297298743744,0.6448681634677028,0.6827794781566494,1.0,0.430372,1032.0,0.0255541008799565
20,20.0,20.0,20.0,20.0,20.0,20.0,237.0,44481.0,81.0,0.0350187861767241,0.01,0.001,0.00257598,0.01,0.001,0.00257598,0.004,0.0004,0.00135762,0.00067881,0.04157736,0.0,0.801517,0.037433,0.011333,0.164652,37.3136,48.2578,26.5,0.16016,0.1,0.064,0.04,-57.384,9.201718640315848,11.168226433129067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.28315e-314,15.0,0.1286359399524383,0.5543494569256167,-0.0830401857068401,1.0,0.240077,445.0,0.2031112524401148
21,21.0,21.0,21.0,21.0,21.0,21.0,236.0,112918.0,18.0,0.0296733082493803,0.01,0.001,0.00146058,0.01,0.001,0.00146058,0.004,0.0004,0.00155232,0.00077616,0.03120975,0.0,0.479149,0.045069,0.011974,0.147321,45.5954,50.501,26.5,1.17664,0.1,0.47072,0.04,-55.0008,7.285087429505208,9.177637989591458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.46899e-314,10.5,0.2202472917073133,0.1985908374421997,0.2773119843904624,1.0,0.454108,1130.0,0.0049546595604615
22,22.0,22.0,22.0,22.0,22.0,22.0,164.0,21758.0,58.0,0.0478699469875248,0.01,0.001,0.00310002,0.01,0.001,0.00310002,0.004,0.0004,0.00433884,0.00216942,0.0296736,0.0,0.39715,0.029465,0.011572,0.167639,30.68,25.5915,26.5,1.44,0.1,0.576,0.04,-55.3313,6.6561017820373465,8.388005137492254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44129e-314,12.5,0.1473167305482114,0.159284051568527,0.1393797118326423,1.0,0.065065,218.0,0.0847959576522426
23,23.0,23.0,23.0,23.0,23.0,23.0,198.0,79301.0,1.0,0.0296134244044101,0.01,0.001,0.00078012,0.01,0.001,0.00078012,0.004,0.0004,0.00510906,0.00255453,0.03427809,0.0,1.03845,0.048199,0.006811,0.22498,26.4192,53.4346,26.5,1.57216,0.1,0.6288,0.04,-56.588,4.682472309983822,5.281307370229153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,14.0,0.4190266740930285,0.5455811758118222,1.2683512682241371,1.0,0.226099,794.0,0.0031636813669761
24,24.0,24.0,24.0,24.0,24.0,24.0,50.0,49470.0,70.0,0.0175274711575647,0.01,0.001,0.00260898,0.01,0.001,0.00260898,0.004,0.0004,0.00059532,0.00029766,0.03212649,0.0,0.800857,0.02436,0.00954,0.110521,39.2931,38.8521,26.5,0.14736,0.1,0.05888,0.04,-54.1004,11.53921534483115,13.01541928844343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.43945e-314,11.5,0.2307279149835355,0.4042280483453833,0.3482490937500056,1.0,0.202567,495.0,0.0110902251156885
25,25.0,25.0,25.0,25.0,25.0,25.0,203.0,90928.0,28.0,0.0375234473877384,0.01,0.001,0.00063492,0.01,0.001,0.00063492,0.004,0.0004,0.00176022,0.00088011,0.03275943,0.0,0.479737,0.032737,0.010145,0.206835,36.2043,10.5366,26.5,2.01984,0.1,0.8079999999999998,0.04,-56.3898,5.48668529544602,6.6766406227035935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.82e-321,13.0,0.0935107136909707,0.7057256667400508,-0.3681637078342079,0.0,0.0,910.0,0.0918554257849683
26,26.0,26.0,26.0,26.0,26.0,26.0,147.0,15971.0,71.0,0.0224488959072787,0.01,0.001,0.00062238,0.01,0.001,0.00062238,0.004,0.0004,0.00301884,0.00150942,0.04297557,0.0,0.845157,0.039258,0.009076,0.160524,32.49,37.8645,26.5,1.96192,0.1,0.7847999999999998,0.04,-57.7729,4.897410658913765,5.672729153845079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26683e-314,13.5,0.1779471608211121,0.6892917961675734,-0.0043208840240037,1.0,0.109984,160.0,0.0582987287684869
27,27.0,27.0,27.0,27.0,27.0,27.0,59.0,110357.0,57.0,0.0368384575663979,0.01,0.001,0.00277728,0.01,0.001,0.00277728,0.004,0.0004,0.00131208,0.00065604,0.03057648,0.0,0.697925,0.024272,0.009788,0.18375,32.4448,32.8596,26.5,1.568,0.1,0.6272,0.04,-57.757,9.520910796329568,11.451802919438054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26391e-314,13.5,0.2518934281777235,0.7180236346487233,0.2727755679555085,1.0,0.449987,1104.0,0.0185065540179815
28,28.0,28.0,28.0,28.0,28.0,28.0,154.0,78338.0,38.0,0.0140091649961256,0.01,0.001,0.00134508,0.01,0.001,0.00134508,0.004,0.0004,0.0049302,0.0024651,0.04149717,0.0,0.940776,0.048429,0.010012,0.17853,37.8195,45.6847,26.5,1.68304,0.1,0.67328,0.04,-58.1594,5.157503254445825,6.128356441725382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.28057e-314,12.5,0.0584414759591098,0.4138199439413568,-0.9554411060123882,0.0,0.0,784.0,0.1349879172091372
29,29.0,29.0,29.0,29.0,29.0,29.0,141.0,24121.0,21.0,0.0276368529478216,0.01,0.001,0.00177342,0.01,0.001,0.00177342,0.004,0.0004,0.00309672,0.00154836,0.03685836,0.0,0.785676,0.037941,0.011605,0.242746,37.1989,36.0446,26.5,1.14208,0.1,0.4568,0.04,-56.0436,6.2164552122715095,7.784936093500398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.25267e-314,13.5,0.1086859170487177,0.337601707425912,-0.1698934610330177,1.0,0.059864,242.0,0.2015567140014074
30,30.0,30.0,30.0,30.0,30.0,30.0,187.0,42285.0,85.0,0.0383605711334639,0.01,0.001,0.00256542,0.01,0.001,0.00256542,0.004,0.0004,0.00079266,0.00039633,0.03973497,0.0,0.550586,0.035168,0.010013,0.195592,34.2645,50.3608,26.5,0.14608,0.1,0.0583999999999998,0.04,-57.9142,10.737612352627616,12.436889921778121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.25115e-314,17.0,0.2285255985251476,0.8978675561750065,0.1419893549225316,2.0,0.485426,423.0,0.0101258717963971
31,31.0,31.0,31.0,31.0,31.0,31.0,86.0,80365.0,65.0,0.0256142400401918,0.01,0.001,0.00257598,0.01,0.001,0.00257598,0.004,0.0004,0.00135762,0.00067881,0.03224661,0.0,0.634003,0.047309,0.006194,0.236617,30.5806,47.8137,26.5,1.15104,0.1,0.46048,0.04,-54.3827,9.201718640315848,11.168226433129067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44226e-314,16.0,0.2746524719487551,1.320252683460153,0.891061521546561,2.0,0.577625,804.0,0.0596327337802593
