,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,17.0,76823.0,23.0,0.0598939399889696,0.005,0.001,0.0069888,0.005,0.001,0.0069888,0.002,0.0004,0.006583,0.006583,0.126078,0.0,0.5365,0.03487,0.009586,0.217772,26.194,39.7631,26.5,0.07104,0.1,0.0284,0.04,-55.4957,7.587475722271911,7.587475722271911,0.0,0.0,1.0,20.0,0.0,0.03401421401451117,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458780574473974,5.0,0.0,27.0,0.166341959871714,2.418301553479031,0.0517373814193381,2.0,0.557281,769.0,0.6829393621507238
66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,182.0,51466.0,66.0,0.0039688247329801,0.005,0.001,0.012857,0.005,0.001,0.012857,0.002,0.0004,0.000484,0.000484,0.165029,0.0,0.863668,0.049011,0.008798,0.202113,48.9688,52.1565,26.5,0.0804,0.1,0.03216,0.04,-57.2845,14.328396352976108,14.328396352976108,0.0,0.0,1.0,20.0,0.0,0.028458079345601617,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006356600529343,5.0,0.0,30.0,0.0786710821495792,2.1707974960901777,-0.1681167742506623,3.0,0.454384,515.0,0.3487925683416887
67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,148.0,13576.0,76.0,0.0447363040247174,0.005,0.001,0.0058474,0.005,0.001,0.0058474,0.002,0.0004,0.000865,0.000865,0.124307,0.0,0.515469,0.036178,0.0089,0.23355,33.9776,25.521,26.5,0.69288,0.1,0.27712,0.04,-55.2716,12.526219306444384,12.526219306444384,0.0,0.0,1.0,20.0,0.0,0.04796710166792294,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.191328556663024,5.0,0.0,26.5,0.1225007221305094,2.6357901752432635,-0.2591683894158264,1.0,0.077251,136.0,0.3879894685804288
68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,109.0,10311.0,11.0,0.0278269406702259,0.005,0.001,0.0024336,0.005,0.001,0.0024336,0.002,0.0004,0.007674,0.007674,0.119614,0.0,0.828475,0.032487,0.006625,0.214025,40.3795,47.6198,26.5,0.84728,0.1,0.33888,0.04,-59.2775,5.325399983735043,5.325399983735043,0.0,0.0,1.0,20.0,0.0,0.0694400814080284,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.507866054134412,5.0,0.0,26.5,0.0997858523544003,2.328027200351505,-0.3898264029816032,2.0,0.155561,104.0,0.0380181168833344
69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,157.0,61711.0,11.0,0.0291967622714001,0.005,0.001,0.0075608,0.005,0.001,0.0075608,0.002,0.0004,0.00974,0.00974,0.074846,0.0,0.45652,0.039964,0.000834,0.256725,46.8629,32.5446,26.5,1.07112,0.1,0.4284799999999999,0.04,-57.2308,6.836266992228828,6.836266992228828,0.0,0.0,1.0,20.0,0.0,0.026084162734157666,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.731573844289299,5.0,0.0,26.5,0.246789039136645,1.428812675165071,0.8387447792708133,2.0,0.550327,618.0,0.1151274858093365
70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,211.0,61711.0,11.0,0.0304438709852763,0.005,0.001,0.0023712,0.005,0.001,0.0023712,0.002,0.0004,0.005606,0.005606,0.074846,0.0,0.45652,0.039964,0.000834,0.256725,46.8629,32.5446,26.5,1.07112,0.1,0.4284799999999999,0.04,-57.2308,5.710416705032755,5.710416705032755,0.0,0.0,1.0,20.0,0.0,0.07918925797353071,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.422781104828186,5.0,0.0,26.5,0.246789039136645,1.428812675165071,0.8387447792708133,2.0,0.550327,618.0,0.0844701495898532
71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,10.0,54488.0,88.0,0.0227279728802336,0.005,0.001,0.0075296,0.005,0.001,0.0075296,0.002,0.0004,0.003056,0.003056,0.102882,0.0,0.743812,0.031797,0.007895,0.229657,53.4148,53.5411,26.5,0.09152,0.1,0.03664,0.04,-56.444,9.963130440563486,9.963130440563486,0.0,0.0,1.0,20.0,0.0,0.08342224507452414,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.10902421052256,5.0,0.0,27.0,0.1835760483631612,2.6337356897109894,0.5147396170779089,3.0,0.441096,545.0,0.0852800935050192
72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,22.0,80283.0,83.0,0.0269965955669528,0.005,0.001,0.0070486,0.005,0.001,0.0070486,0.002,0.0004,0.004581,0.004581,0.144083,0.0,0.662309,0.036186,0.005064,0.17455,37.8154,40.3374,26.5,0.08248,0.1,0.03304,0.04,-58.2338,8.596985584066282,8.596985584066282,0.0,0.0,1.0,20.0,0.0,0.04928779645587729,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.243390492835188,5.0,0.0,28.0,0.0727760269338087,2.9466447277979606,-0.2694938245544296,1.0,0.227216,803.0,0.1386204652642644
73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,138.0,96115.0,15.0,0.0108907714410483,0.005,0.001,0.004823,0.005,0.001,0.004823,0.002,0.0004,0.001575,0.001575,0.120866,0.0,0.518935,0.036423,0.006025,0.21723,37.2291,45.6106,26.5,1.05368,0.1,0.42144,0.04,-56.7504,10.583627263063898,10.583627263063898,0.0,0.0,1.0,20.0,0.0,0.10246495789780911,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.092717499896835,5.0,0.0,31.5,0.2931477509335349,1.7655691548594232,1.0163686986550062,2.0,0.655368,962.0,0.4213341007946707
74,74.0,74.0,74.0,74.0,74.0,74.0,74.0,249.0,8791.0,91.0,0.0230450086754244,0.005,0.001,0.0177216,0.005,0.001,0.0177216,0.002,0.0004,0.004309,0.004309,0.116278,0.0,0.818118,0.034941,0.005877,0.214867,46.6266,56.8974,26.5,0.7832,0.1,0.31328,0.04,-58.1447,11.377861761664482,11.377861761664482,0.0,0.0,1.0,20.0,0.0,0.03690609912700215,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469323749884383,5.0,0.0,31.0,0.0952678970825941,2.2702566009648293,-0.3599925656607902,1.0,0.082555,88.0,0.5355910607726166
75,75.0,75.0,75.0,75.0,75.0,75.0,75.0,47.0,17076.0,76.0,0.0418914442222867,0.005,0.001,0.0155376,0.005,0.001,0.0155376,0.002,0.0004,0.001558,0.001558,0.11113,0.0,0.759878,0.02339,0.009194,0.199295,49.0899,55.7066,26.5,0.09256,0.1,0.03704,0.04,-54.2456,13.229952653168422,13.229952653168422,0.0,0.0,1.0,20.0,0.0,0.06079780383522528,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.912965732009066,5.0,0.0,30.5,0.107238376002209,1.4407157901536876,0.0215694124514613,2.0,0.20305,171.0,0.0078918643938788
76,76.0,76.0,76.0,76.0,76.0,76.0,76.0,169.0,60348.0,48.0,0.0431153770232616,0.005,0.001,0.0174902,0.005,0.001,0.0174902,0.002,0.0004,0.004226,0.004226,0.084931,0.0,0.753648,0.014166,0.001688,0.22017,47.2069,51.6709,26.5,1.13744,0.1,0.45496,0.04,-57.6811,11.394049007693308,11.394049007693308,0.0,0.0,1.0,20.0,0.0,0.08404050086694158,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.596415709186973,5.0,0.0,32.5,0.2735698951612403,1.748353529156737,0.6650191494630019,2.0,0.515208,604.0,0.168987641957839
77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,132.0,119289.0,89.0,0.0365881134371554,0.005,0.001,0.0127764,0.005,0.001,0.0127764,0.002,0.0004,0.012083,0.012083,0.136636,0.0,0.502742,0.049588,0.006761,0.275949,26.7491,63.6767,26.5,0.12032,0.1,0.04816,0.04,-55.8405,7.577174397826405,7.577174397826405,0.0,0.0,1.0,20.0,0.0,0.029429215791028973,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26193898612851,5.0,0.0,32.5,0.2045055192106342,2.689369749618939,0.5370644930032489,2.0,0.555882,1193.0,0.2528287999129441
78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,158.0,9189.0,89.0,0.0433663693858601,0.005,0.001,0.0127998,0.005,0.001,0.0127998,0.002,0.0004,0.000387,0.000387,0.120139,0.0,1.16433,0.024393,0.007597,0.213285,27.5197,63.0301,26.5,0.64664,0.1,0.25864,0.04,-58.9148,14.473841640139174,14.473841640139174,0.0,0.0,1.0,20.0,0.0,0.10394720575168463,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.679231000398138,5.0,0.0,31.5,0.0651286277666253,2.2394668665972626,-0.3359121239067497,1.0,0.093176,92.0,0.7848984599183965
79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,133.0,16929.0,29.0,0.0273035311289024,0.005,0.001,0.009022,0.005,0.001,0.009022,0.002,0.0004,0.004276,0.004276,0.150022,0.0,0.826401,0.048194,0.005129,0.206697,42.8819,25.4254,26.5,0.96568,0.1,0.3862399999999999,0.04,-58.1414,9.51153526689128,9.51153526689128,0.0,0.0,1.0,20.0,0.0,0.032540245273422835,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.080206886188293,5.0,0.0,32.0,0.1451101826034929,2.027685076413781,0.1666253883008864,1.0,0.09208,170.0,0.6370641599813553
80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,207.0,128975.0,75.0,0.0053492384701752,0.005,0.001,0.0052988,0.005,0.001,0.0052988,0.002,0.0004,0.00747,0.00747,0.188191,0.0,0.336454,0.027608,0.012766,0.275473,26.7407,65.8028,26.5,1.11952,0.1,0.4478399999999999,0.04,-58.8547,6.640817779712111,6.640817779712111,0.0,0.0,1.0,20.0,0.0,0.08584756408353376,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952140660631773,5.0,0.0,33.5,0.1807972487384197,2.1794781308473308,0.1675019447442703,2.0,0.750017,1290.0,0.0340569063502249
81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,205.0,121032.0,32.0,0.0363840175298401,0.005,0.001,0.0030732,0.005,0.001,0.0030732,0.002,0.0004,0.007741,0.007741,0.120098,0.0,1.22646,0.020249,0.008393,0.208448,45.699,57.0971,26.5,0.0409599999999999,0.1,0.0163999999999999,0.04,-58.6167,5.618058775930327,5.618058775930327,0.0,0.0,1.0,20.0,0.0,0.05603556673848028,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.077414808687855,5.0,0.0,30.5,0.2213258826437467,2.609907186267648,0.2769782658408919,3.0,1.128434,1211.0,0.2325026466536214
82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,31.0,28330.0,30.0,0.0252774232360127,0.005,0.001,0.0079222,0.005,0.001,0.0079222,0.002,0.0004,0.003713,0.003713,0.132607,0.0,0.48462,0.031715,0.003074,0.170631,39.488,68.2982,26.5,0.61136,0.1,0.24456,0.04,-59.253,9.54418636183519,9.54418636183519,0.0,0.0,1.0,20.0,0.0,0.10756229139359334,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744672589948776,5.0,0.0,33.0,0.0616010553511904,1.7216693344710612,0.0311283107398128,3.0,0.371271,284.0,0.3241318187960151
83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,149.0,133206.0,6.0,0.0184587167689302,0.005,0.001,0.0067288,0.005,0.001,0.0067288,0.002,0.0004,0.00487,0.00487,0.17119,0.0,0.704211,0.056426,0.008271,0.288516,35.3123,75.6581,26.5,0.05024,0.1,0.0200799999999999,0.04,-56.7642,8.294001840391234,8.294001840391234,0.0,0.0,1.0,20.0,0.0,0.04248662459205972,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003053615808502,5.0,0.0,40.0,0.2374688525035017,2.52987380277632,0.693476550010381,2.0,0.934455,1333.0,1.005138645527311
84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,21.0,25443.0,43.0,0.0238344938263876,0.005,0.001,0.0024284,0.005,0.001,0.0024284,0.002,0.0004,0.002781,0.002781,0.225372,0.0,0.442529,0.02834,0.00633,0.091962,48.5021,66.1755,26.5,0.03208,0.1,0.0128,0.04,-55.4764,7.105877178569903,7.105877178569903,0.0,0.0,1.0,20.0,0.0,0.07794059539538015,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809323539016374,5.0,0.0,38.5,0.083824713697274,1.83541645798687,0.2693474609161878,1.0,0.094269,255.0,0.1099918947720538
85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,19732.0,32.0,0.0338806143310625,0.005,0.001,0.0032162,0.005,0.001,0.0032162,0.002,0.0004,0.002183,0.002183,0.158449,0.0,0.723412,0.026271,0.007702,0.233534,49.2477,71.356,26.5,0.7718400000000001,0.1,0.30872,0.04,-58.0718,8.473960345331122,8.473960345331122,0.0,0.0,1.0,20.0,0.0,0.09690444955169031,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.737916842306978,5.0,0.0,39.5,0.0766715227168098,3.644332199135401,-0.2227973154527783,1.0,0.08431,198.0,0.5343612712707303
86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,200.0,26767.0,67.0,0.0281402987637141,0.005,0.001,0.0060762,0.005,0.001,0.0060762,0.002,0.0004,0.002127,0.002127,0.104015,0.0,0.847852,0.040629,0.002895,0.261319,42.7496,32.2132,26.5,1.20656,0.1,0.48264,0.04,-58.3625,10.387737946330445,10.387737946330445,0.0,0.0,1.0,20.0,0.0,0.1002827674523131,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.862804431103944,5.0,0.0,37.5,0.1155528889920875,2.1265037623855583,0.0232224620965044,1.0,0.089641,268.0,0.0998714184761933
87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,38.0,56721.0,21.0,0.0355669913136034,0.005,0.001,0.0101062,0.005,0.001,0.0101062,0.002,0.0004,0.001201,0.001201,0.121587,0.0,1.11313,0.034328,0.004248,0.261319,41.9075,43.1078,26.5,0.6335200000000001,0.1,0.25344,0.04,-57.0352,12.943769499479076,12.943769499479076,0.0,0.0,1.0,20.0,0.0,0.09584035606988683,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.808749180658642,5.0,0.0,43.0,0.2467094223085079,3.942128612041759,0.3233810937975055,1.0,0.192496,568.0,0.6944170819787014
88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,213.0,95852.0,52.0,0.0512913985656247,0.005,0.001,0.0036036,0.005,0.001,0.0036036,0.002,0.0004,0.006802,0.006802,0.14785,0.0,1.42988,0.011452,0.003936,0.176148,60.2873,48.6699,26.5,0.03336,0.1,0.01336,0.04,-57.8802,6.075986103487678,6.075986103487678,0.0,0.0,1.0,20.0,0.0,0.027472507981318527,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699747276612299,5.0,0.0,40.5,0.2238928835907213,3.292203562395338,0.6560812727279477,2.0,0.491775,959.0,0.8738708289591678
89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,32.0,118040.0,40.0,0.023626057665035,0.005,0.001,0.0103792,0.005,0.001,0.0103792,0.002,0.0004,0.002592,0.002592,0.12408,0.0,0.385039,0.01836,0.002122,0.261265,54.5383,61.9532,26.5,0.07624,0.1,0.03048,0.04,-58.0207,11.308908703513952,11.308908703513952,0.0,0.0,1.0,20.0,0.0,0.08879946280417766,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.175279461485536,5.0,0.0,41.5,0.1824617230482969,3.010667342300574,0.3768542096945579,1.0,0.456195,1181.0,1.2794491236200032
90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,101.0,93340.0,40.0,0.0234233657749932,0.005,0.001,0.0135278,0.005,0.001,0.0135278,0.002,0.0004,0.004993,0.004993,0.132056,0.0,1.10826,0.050502,0.006803,0.249866,43.1129,56.1937,26.5,0.6335200000000001,0.1,0.25336,0.04,-54.3405,10.236756142179477,10.236756142179477,0.0,0.0,1.0,20.0,0.0,0.06575660316844642,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.734349301673627,5.0,0.0,42.0,0.1244186243464976,2.289007232621262,0.0939736054834549,1.0,0.259688,934.0,0.7623487992561278
91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,175.0,118040.0,40.0,0.044333388994528,0.005,0.001,0.0033046,0.005,0.001,0.0033046,0.002,0.0004,0.000878,0.000878,0.12408,0.0,0.385039,0.01836,0.002122,0.261265,54.5383,61.9532,26.5,0.07624,0.1,0.03048,0.04,-58.0207,11.14648184281684,11.14648184281684,0.0,0.0,1.0,20.0,0.0,0.08836978732420674,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.905136274124074,5.0,0.0,41.5,0.1824617230482969,3.010667342300574,0.3768542096945579,1.0,0.456195,1181.0,0.8904517805949197
92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,51.0,84443.0,43.0,0.057591568700382,0.005,0.001,0.0091858,0.005,0.001,0.0091858,0.002,0.0004,0.004195,0.004195,0.146287,0.0,0.948789,0.036398,0.005208,0.241011,34.7926,57.9092,26.5,0.07968,0.1,0.03184,0.04,-57.7058,9.619904460476423,9.619904460476423,0.0,0.0,1.0,20.0,0.0,0.06988522093227968,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.972407782658111,5.0,0.0,41.0,0.1565516012927089,3.249761223070533,-0.1124867599532217,1.0,0.322937,845.0,0.2393839104525806
93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,232.0,53001.0,1.0,0.0311371685930353,0.005,0.001,0.0060606,0.005,0.001,0.0060606,0.002,0.0004,0.008863,0.008863,0.184969,0.0,0.841696,0.035067,0.002342,0.202685,53.4131,73.3929,26.5,0.0297599999999999,0.1,0.01192,0.04,-55.3116,6.564144909508795,6.564144909508795,0.0,0.0,1.0,20.0,0.0,0.04999347365435487,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39245344508718,5.0,0.0,45.5,0.1150086247817101,3.779844018254624,0.0769729108986926,1.0,0.111707,531.0,1.6499267018700488
94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,5.0,100291.0,91.0,0.0137494665421815,0.005,0.001,0.0101478,0.005,0.001,0.0101478,0.002,0.0004,0.002057,0.002057,0.144043,0.0,1.42604,0.046807,0.00492,0.360487,48.4372,19.2787,26.5,0.13048,0.1,0.05224,0.04,-55.1491,11.829132645763773,11.829132645763773,0.0,0.0,1.0,20.0,0.0,0.05108467796233194,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.80802819886075,5.0,0.0,46.0,0.457842148482018,4.344182195413319,2.074611809429565,2.0,0.563183,1003.0,7.621146652271758
95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,238.0,26520.0,20.0,0.0357446494266763,0.005,0.001,0.0200278,0.005,0.001,0.0200278,0.002,0.0004,0.002386,0.002386,0.138024,0.0,0.636181,0.024759,0.003806,0.300513,47.771,32.9172,26.5,0.78952,0.1,0.31584,0.04,-58.2612,12.939329137364544,12.939329137364544,0.0,0.0,1.0,20.0,0.0,0.10051329294892646,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344508643964014,5.0,0.0,53.5,0.0689942432579516,3.18614377365514,-0.113292180104619,1.0,0.053291,266.0,10.302219548349134
96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,243.0,62649.0,49.0,0.0410320379659055,0.005,0.001,0.0177164,0.005,0.001,0.0177164,0.002,0.0004,0.004,0.004,0.18772,0.0,0.790499,0.027088,0.009039,0.237393,60.3368,63.8473,26.5,0.13688,0.1,0.05472,0.04,-55.3432,11.565704752575074,11.565704752575074,0.0,0.0,1.0,20.0,0.0,0.08845039995294027,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880092079599553,5.0,0.0,51.0,0.0962337273531502,3.3291393346230715,-0.0690350466010926,3.0,0.55748,627.0,0.7522040556258769
97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,80.0,27748.0,48.0,0.0288675779656577,0.005,0.001,0.0021554,0.005,0.001,0.0021554,0.002,0.0004,0.003182,0.003182,0.138138,0.0,0.75301,0.028231,0.000247,0.326825,39.5661,42.7387,26.5,0.53712,0.1,0.21488,0.04,-56.85,6.544632625583708,6.544632625583708,0.0,0.0,1.0,20.0,0.0,0.03530905037980668,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46993370365373,5.0,0.0,59.5,0.1538792547065364,3.8514700819605134,0.6364131201471231,2.0,0.230728,278.0,16.05305261538638
98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,248.0,64086.0,86.0,0.0164926699993289,0.005,0.001,0.0045682,0.005,0.001,0.0045682,0.002,0.0004,0.003559,0.003559,0.183054,0.0,1.02961,0.000688,0.009043,0.179669,52.8971,50.3408,26.5,0.05912,0.1,0.02368,0.04,-58.8162,8.090857461517242,8.090857461517242,0.0,0.0,1.0,20.0,0.0,0.0643591299481769,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.570851727139528,5.0,0.0,46.0,0.2003419987265776,3.595305348055469,0.538009903654009,2.0,0.379016,641.0,0.1564169288636622
99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,152.0,98897.0,97.0,0.0315369490448389,0.005,0.001,0.0078988,0.005,0.001,0.0078988,0.002,0.0004,0.004136,0.004136,0.115121,0.0,0.282753,0.036331,0.014238,0.23287,37.2503,67.3875,26.5,0.0492,0.1,0.01968,0.04,-59.4996,9.220616246759532,9.220616246759532,0.0,0.0,1.0,20.0,0.0,0.05603688527305447,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.331043771043601,5.0,0.0,13.0,0.178275331627504,0.4441229733672129,0.2186427604533575,1.0,0.182454,989.0,0.089942439312488
